10090	0.00600000000000001
10116	0.025
105231	0.033
1085956	0.190361445783133
108607	0.204
110365	0.157
1144522	0.181818181818182
1169540	0.005
1220926	0.003
1257118	0.043
126793	0.048
130081	0.135964912280702
1314962	0.354
13333	0.146
133385	0.38
133409	0.055
13397	0.023
135588	0.207792207792208
13616	0.136
13818	0.423
1408657	0.243
1410327	0.09
1410381	0.1
1416333	0.092
1460289	0.414096916299559
1480154	0.2
157538	0
1746090	0.079439252336449
1746091	0.05607476635514
1754191	0.139
1764295	0.087
185431	0.00800000000000001
1890364	0.0629999999999999
1913371	0.00900000000000001
1915356	0.11038961038961
1961234	0.041
201153	0.285714285714286
2049346	0.311224489795918
2049356	0.23469387755102
2081491	0.066079295154185
214684	0.00600000000000001
2202890	0.047
222440	0.505102040816327
223100	0.238
223615	0.2
227904	0.292
2315210	0.05
237631	0.00600000000000001
252671	0.223
2600580	0.215
261658	0.098
2652724	0.0590000000000001
2654837	0.380952380952381
266149	0.07
267555	0.325
2690220	0.399122807017544
27687	0.102
2769	0.293859649122807
2786	0.521929824561404
2790670	0.137
28002	0.215189873417722
28005	0.277
280699	0.184210526315789
2820187	0.083
283909	0.053
2843483	0.589
284812	0.184
284813	0
2874248	0.595
287889	0.0580000000000001
2880	0.03
2903	0.365638766519824
291195	0.209
294381	0.0496453900709219
2951	0.21
29760	0.07
2983908	0.182926829268293
2983909	0.227642276422764
3038955	0.333333333333333
3038956	0.19047619047619
3055	0.002
3077	0.012
3088	0.076
310047	0.044
312017	0.012
3126597	0.154761904761905
3141643	0.08130081300813
317549	0.219
3225	0.135
32595	0.04
330153	0.094
337451	0.147
342808	0.193877551020408
34506	0.294
348837	0.417721518987342
35128	0.03
353152	0.034
353153	0.023
3562	0.026
35688	0.206140350877193
361077	0.09
36329	0.00900000000000001
36330	0.015
367110	0.00700000000000001
3702	0.001
370354	0.085106382978723
370355	0.340425531914894
37360	0.117
374723	0.179
3972	0.202
397392	0.026
4081	0.076
41045	0
412133	0.142857142857143
41668	0.085106382978723
4170	0.123
41880	0.141
429131	0.054
432359	0.00800000000000001
441375	0.00800000000000001
44689	0.0580000000000001
448386	0.092105263157895
45351	0.106
4558	0.128
461836	0.188
46433	0.631
46731	0.133
4787	0.02
478820	0.01
479712	0.1
483367	0.392070484581498
50429	0.147
508771	0
51298	0.056
51637	0.138
559292	0.004
5660	0.138
5664	0
5671	0
5689	0.015
5698	0.038
5702	0.023
5741	0.240506329113924
5742	0.278481012658228
574566	0.02
5762	0.231
5763	0.149
578462	0.137
5786	0.121
5801	0.108
5851	0.00800000000000001
5865	0.145
5875	0.302
5888	0.012
5949	0.024
595528	0.059288537549407
59799	0.231
6087	0.053
6105	0.033
6183	0.209
6239	0.001
645134	0.043
667725	0.383399209486166
669202	0.424096385542169
67003	0.00800000000000001
670386	0.153
683840	0.022
68872	0.128
69068	0.033
691883	0.284584980237154
69332	0.289
69463	0.385542168674699
70448	0.017
707206	0.359
7227	0
747089	0.038
75058	0.115
7668	0.00700000000000001
7719	0.217
7739	0.027
7753	0.137
78542	0.192
7888	0.0600000000000001
7897	0.115
79012	0.0659999999999999
7918	0.076
7955	0.018
797122	0.720238095238095
81824	0.201581027667984
8364	0.046
83891	0.023
85056	0.015
88036	0.231
88456	0.0600000000000001
9031	0.026
905079	0.216
9258	0.157
946362	0.16600790513834
947097	0.249
948595	0.038
9606	0.00600000000000001
988480	0.379
99112	0.248
Actinomycetota	0
Alphaproteobacteria	0
Aquificae	0
Asgardgroup	0
Bacillota	0
Bacteriacandidatephyla	0
BacteroidotaChlorobiotagroup	0
Betaproteobacteria	0
CandidatusThermoplasmatota	0
Chlamydiota	0
Chloroflexota	0
CyanobacteriotaMelainabacteriagroup	0
DPANNgroup	0
Deinococcota	0
Deltaproteobacteria	0
Desulfobacteria	0
Desulfobulbia	0
Desulfovibrionia	0
Desulfuromonadia	0
Epsilonproteobacteria	0
Euryarchaeota	0
Fusobacteriia	0
Gammaproteobacteria	0
Mycoplasmatota	0
Myxococcia	0
Nitrospiria	0
Planctomycetota	0
Polyangia	0
Spirochaetia	0
Synergistia	0
TACKgroup	0
Terriglobia	0
Thermotogae	0
Verrucomicrobiota	0
